tourist_id,n_visits,n_unique_clusters,n_restricted_visits,restricted_ratio,avg_dwell_minutes,total_distance_km,avg_distance_per_hop_km,revisit_ratio,is_suspicious_ground_truth,is_flagged_suspicious,anomaly_score
T00710,14,4,0,0.0,50.3,131.57,9.4,0.143,False,False,0.1207
T00711,11,4,0,0.0,64.4,114.12,10.37,0.0,False,False,0.0564
T00712,14,3,0,0.0,54.3,120.63,8.62,0.214,False,False,0.1262
T00713,14,2,0,0.0,59.4,78.31,5.59,0.214,False,True,-0.0072
T00714,13,4,0,0.0,51.1,155.54,11.96,0.154,False,False,0.1234
T00715,13,4,0,0.0,50.1,116.56,8.97,0.077,False,False,0.1092
T00716,12,5,0,0.0,54.9,145.22,12.1,0.25,False,False,0.0558
T00717,14,4,0,0.0,54.6,181.33,12.95,0.214,False,False,0.1156
T00718,16,3,0,0.0,51.0,165.52,10.35,0.25,False,False,0.0929
T00719,14,2,0,0.0,56.4,119.78,8.56,0.143,False,False,0.0801
T00720,11,2,0,0.0,55.5,103.01,9.36,0.091,False,False,0.056
T00721,11,3,0,0.0,45.1,124.08,11.28,0.273,False,False,0.0486
T00722,11,2,0,0.0,51.5,78.36,7.12,0.364,False,True,-0.0321
T00723,11,3,0,0.0,52.9,103.78,9.43,0.182,False,False,0.1048
T00724,14,3,0,0.0,59.2,153.3,10.95,0.214,False,False,0.1209
T00725,10,3,0,0.0,66.1,126.64,12.66,0.2,False,False,0.0256
T00726,15,4,0,0.0,58.1,140.02,9.33,0.2,False,False,0.1233
T00727,11,4,0,0.0,62.5,90.32,8.21,0.091,False,False,0.0708
T00728,11,4,0,0.0,55.8,122.59,11.14,0.091,False,False,0.1082
T00729,11,4,0,0.0,61.8,89.23,8.11,0.091,False,False,0.0706
T00730,9,3,0,0.0,52.3,84.06,9.34,0.222,False,False,0.0188
T00731,10,4,0,0.0,55.6,113.6,11.36,0.0,False,False,0.0574
T00732,17,4,0,0.0,40.9,172.19,10.13,0.118,False,False,0.0206
T00733,13,3,0,0.0,41.1,162.58,12.51,0.077,False,False,0.0407
T00734,15,3,0,0.0,55.5,149.97,10.0,0.2,False,False,0.1272
T00735,15,3,0,0.0,58.8,141.12,9.41,0.267,False,False,0.1092
T00736,14,3,0,0.0,48.4,75.17,5.37,0.071,False,False,0.0008
T00737,15,2,0,0.0,50.8,179.55,11.97,0.133,False,False,0.0376
T00738,13,3,0,0.0,56.2,123.73,9.52,0.077,False,False,0.1239
T00739,12,4,0,0.0,53.1,125.01,10.42,0.167,False,False,0.1259
T00740,13,3,0,0.0,51.9,139.64,10.74,0.154,False,False,0.1339
T00741,14,4,0,0.0,62.3,150.81,10.77,0.071,False,False,0.1168
T00742,13,2,0,0.0,58.1,106.3,8.18,0.231,False,False,0.0695
T00743,12,3,0,0.0,49.4,144.07,12.01,0.083,False,False,0.099
T00744,12,4,0,0.0,49.2,114.92,9.58,0.167,False,False,0.1022
T00745,14,3,0,0.0,53.2,139.28,9.95,0.214,False,False,0.1325
T00746,13,3,4,0.308,49.7,102.05,7.85,0.231,True,True,-0.2069
T00747,10,3,0,0.0,64.3,101.34,10.13,0.1,False,False,0.0576
T00748,16,4,1,0.062,57.0,224.32,14.02,0.125,True,True,-0.0804
T00749,14,5,3,0.214,55.9,208.22,14.87,0.286,True,True,-0.1916
T00750,12,3,0,0.0,65.7,138.7,11.56,0.167,False,False,0.0776
T00751,16,3,0,0.0,58.1,159.62,9.98,0.25,False,False,0.0975
T00752,14,4,0,0.0,46.6,197.18,14.08,0.071,False,False,0.0492
T00753,15,5,0,0.0,54.3,177.51,11.83,0.0,False,False,0.0488
T00754,15,3,0,0.0,57.7,78.12,5.21,0.2,False,False,0.0239
T00755,10,3,0,0.0,56.3,106.58,10.66,0.2,False,False,0.0866
T00756,14,3,0,0.0,48.3,126.07,9.0,0.0,False,False,0.079
T00757,11,2,0,0.0,54.5,95.5,8.68,0.364,False,True,-0.0008
T00758,15,4,0,0.0,57.7,148.99,9.93,0.133,False,False,0.1288
T00759,14,3,0,0.0,57.5,122.03,8.72,0.286,False,False,0.1053
T00760,13,4,0,0.0,51.7,189.31,14.56,0.077,True,False,0.0751
T00761,15,3,0,0.0,52.2,148.27,9.88,0.267,False,False,0.1103
T00762,15,3,0,0.0,63.0,190.62,12.71,0.133,False,False,0.0746
T00763,13,3,0,0.0,39.7,98.6,7.58,0.154,False,False,0.0339
T00764,13,4,0,0.0,52.4,161.79,12.45,0.154,False,False,0.1271
T00765,12,4,0,0.0,52.8,117.47,9.79,0.25,False,False,0.1088
T00766,14,3,0,0.0,43.8,165.51,11.82,0.143,False,False,0.0722
T00767,13,3,0,0.0,52.5,85.57,6.58,0.077,False,False,0.06
T00768,14,4,0,0.0,49.6,130.81,9.34,0.071,False,False,0.1122
T00769,12,3,0,0.0,58.5,146.78,12.23,0.25,False,False,0.1021
T00770,13,4,0,0.0,67.0,118.28,9.1,0.308,False,False,0.0422
T00771,13,5,0,0.0,57.5,165.61,12.74,0.231,False,False,0.0707
T00772,12,3,0,0.0,46.8,112.31,9.36,0.167,False,False,0.0967
T00773,13,5,0,0.0,46.5,136.31,10.49,0.154,False,False,0.0555
T00774,17,4,0,0.0,64.6,211.89,12.46,0.353,False,True,-0.027
T00775,16,3,0,0.0,67.0,158.89,9.93,0.125,False,False,0.0475
T00776,10,2,0,0.0,51.1,108.77,10.88,0.3,False,True,-0.0051
T00777,14,3,0,0.0,42.6,197.3,14.09,0.214,False,False,0.0084
T00778,16,4,0,0.0,49.7,196.79,12.3,0.188,False,False,0.0829
T00779,11,3,0,0.0,52.9,94.7,8.61,0.182,False,False,0.0992
T00780,12,3,0,0.0,58.3,103.95,8.66,0.083,False,False,0.1111
T00781,12,5,0,0.0,53.8,145.77,12.15,0.083,False,False,0.0697
T00782,11,4,0,0.0,56.7,167.57,15.23,0.182,False,False,0.0399
T00783,11,3,0,0.0,58.5,195.94,17.81,0.273,False,True,-0.0468
T00784,10,4,0,0.0,70.7,124.18,12.42,0.3,False,True,-0.0425
T00785,11,3,4,0.364,52.4,144.71,13.16,0.182,True,True,-0.2118
T00786,16,4,0,0.0,48.6,130.3,8.14,0.25,False,False,0.0778
T00787,13,3,0,0.0,56.3,140.99,10.85,0.154,False,False,0.1369
T00788,13,4,0,0.0,60.2,126.06,9.7,0.154,False,False,0.1289
T00789,16,4,0,0.0,53.4,142.52,8.91,0.375,False,False,0.0427
T00790,15,2,0,0.0,49.9,151.07,10.07,0.2,False,False,0.0573
T00791,13,4,0,0.0,50.7,140.64,10.82,0.231,False,False,0.123
T00792,14,3,0,0.0,54.1,122.98,8.78,0.071,False,False,0.1208
T00793,15,4,0,0.0,58.7,143.65,9.58,0.133,False,False,0.126
T00794,13,3,0,0.0,43.0,133.76,10.29,0.231,False,False,0.0732
T00795,11,4,0,0.0,55.4,165.86,15.08,0.0,False,False,0.0249
T00796,14,4,0,0.0,46.2,192.82,13.77,0.143,False,False,0.0676
T00797,18,4,0,0.0,56.3,206.67,11.48,0.222,True,False,0.0354
T00798,11,2,0,0.0,56.6,98.43,8.95,0.182,False,False,0.0628
T00799,13,3,0,0.0,60.7,82.68,6.36,0.385,False,True,-0.0124
T00800,11,3,2,0.182,51.5,114.84,10.44,0.182,True,True,-0.1272
T00801,13,4,0,0.0,60.9,127.81,9.83,0.0,False,False,0.1003
T00802,14,4,0,0.0,60.4,123.8,8.84,0.214,False,False,0.1177
T00803,16,4,0,0.0,63.1,185.14,11.57,0.188,False,False,0.088
T00804,16,4,0,0.0,57.9,148.85,9.3,0.25,False,False,0.1002
T00805,13,4,0,0.0,60.3,135.81,10.45,0.231,False,False,0.1237
T00806,12,3,0,0.0,55.6,127.07,10.59,0.0,False,False,0.0996
T00807,13,2,3,0.231,59.2,94.26,7.25,0.154,True,True,-0.1829
T00808,16,3,0,0.0,61.9,148.87,9.3,0.25,False,False,0.0871
T00809,18,5,0,0.0,57.8,227.84,12.66,0.167,False,True,-0.0199
T00810,13,4,0,0.0,53.2,158.66,12.2,0.077,True,False,0.1233
T00811,9,3,0,0.0,58.1,121.15,13.46,0.0,False,False,0.0109
T00812,14,4,0,0.0,53.1,179.98,12.86,0.357,False,False,0.0515
T00813,16,6,2,0.125,53.9,155.15,9.7,0.062,True,True,-0.1497
T00814,16,5,0,0.0,62.5,194.41,12.15,0.062,False,False,0.0279
T00815,15,6,0,0.0,46.8,196.89,13.13,0.2,False,True,-0.0208
T00816,11,2,0,0.0,55.9,98.65,8.97,0.364,False,False,0.0019
T00817,13,3,0,0.0,57.9,174.99,13.46,0.077,False,False,0.0967
T00818,17,4,0,0.0,47.9,148.39,8.73,0.118,False,False,0.0679
T00819,12,3,0,0.0,54.1,127.13,10.59,0.083,False,False,0.1222
T00820,12,3,0,0.0,52.0,112.97,9.41,0.167,False,False,0.1179
T00821,17,4,0,0.0,53.2,199.64,11.74,0.118,False,False,0.0756
T00822,13,3,0,0.0,47.0,116.9,8.99,0.077,False,False,0.093
T00823,10,4,0,0.0,60.6,135.85,13.58,0.3,False,False,0.0229
T00824,11,3,0,0.0,53.2,88.21,8.02,0.182,False,False,0.0875
T00825,15,4,0,0.0,63.9,199.6,13.31,0.133,False,False,0.0738
T00826,15,3,0,0.0,54.5,179.49,11.97,0.267,False,False,0.0923
T00827,15,4,0,0.0,60.6,202.34,13.49,0.133,False,False,0.0898
T00828,17,5,1,0.059,52.9,193.7,11.39,0.0,True,True,-0.1117
T00829,13,4,0,0.0,54.5,143.27,11.02,0.0,False,False,0.1067
T00830,11,4,0,0.0,46.1,111.12,10.1,0.182,False,False,0.0693
T00831,13,4,0,0.0,62.1,181.69,13.98,0.154,False,False,0.0882
T00832,14,4,0,0.0,54.2,138.08,9.86,0.0,False,False,0.1024
T00833,17,5,0,0.0,57.9,162.14,9.54,0.118,False,False,0.0359
T00834,12,3,0,0.0,67.0,141.57,11.8,0.083,False,False,0.0594
T00835,15,4,0,0.0,50.7,195.92,13.06,0.2,False,False,0.0967
T00836,12,3,0,0.0,58.7,162.69,13.56,0.167,False,False,0.0975
T00837,16,4,0,0.0,52.4,184.5,11.53,0.312,False,False,0.0668
T00838,11,4,0,0.0,55.3,99.89,9.08,0.0,False,False,0.0695
T00839,16,4,0,0.0,57.3,158.53,9.91,0.188,False,False,0.113
T00840,16,4,0,0.0,49.3,187.96,11.75,0.25,False,False,0.0825
T00841,10,4,0,0.0,51.4,125.98,12.6,0.3,False,False,0.0294
T00842,11,4,0,0.0,52.4,132.63,12.06,0.0,False,False,0.0773
T00843,10,3,0,0.0,63.6,101.61,10.16,0.2,False,False,0.0651
T00844,11,2,0,0.0,59.4,96.87,8.81,0.455,False,True,-0.0457
T00845,13,3,0,0.0,56.8,97.03,7.46,0.154,False,False,0.1082
T00846,13,5,0,0.0,61.5,172.64,13.28,0.231,False,False,0.0531
T00847,15,4,0,0.0,57.2,214.57,14.3,0.133,False,False,0.0629
T00848,11,3,0,0.0,65.0,101.67,9.24,0.182,False,False,0.0644
T00849,12,4,0,0.0,61.9,127.03,10.59,0.25,False,False,0.1003
T00850,10,3,0,0.0,54.8,123.73,12.37,0.0,False,False,0.0532
T00851,11,3,0,0.0,51.4,124.68,11.33,0.182,False,False,0.1029
T00852,12,3,0,0.0,60.6,137.93,11.49,0.167,False,False,0.1145
T00853,15,4,0,0.0,58.4,123.92,8.26,0.067,False,False,0.1058
T00854,10,2,0,0.0,45.8,129.09,12.91,0.1,False,True,-0.0125
T00855,16,4,0,0.0,48.7,173.0,10.81,0.188,False,False,0.0963
T00856,13,2,0,0.0,58.9,79.33,6.1,0.0,True,True,-0.0244
T00857,11,5,2,0.182,55.9,187.57,17.05,0.091,True,True,-0.1714
T00858,15,3,0,0.0,55.5,121.7,8.11,0.2,False,False,0.1153
T00859,16,4,0,0.0,60.8,194.21,12.14,0.125,False,False,0.0918
T00860,11,4,0,0.0,47.5,137.28,12.48,0.182,False,False,0.0777
T00861,13,3,0,0.0,48.2,126.65,9.74,0.308,False,False,0.0818
T00862,12,4,0,0.0,44.5,135.0,11.25,0.167,False,False,0.0741
T00863,15,4,0,0.0,55.9,189.5,12.63,0.2,False,False,0.1126
T00864,12,2,0,0.0,56.7,92.67,7.72,0.083,False,False,0.0492
T00865,14,3,0,0.0,50.2,85.97,6.14,0.143,False,False,0.0497
T00866,14,5,0,0.0,52.2,197.47,14.11,0.143,False,False,0.0496
T00867,15,4,0,0.0,51.9,139.96,9.33,0.2,False,False,0.1196
T00868,14,3,0,0.0,56.4,152.08,10.86,0.0,False,False,0.0972
T00869,14,3,0,0.0,56.6,131.0,9.36,0.143,False,False,0.1339
T00870,12,3,0,0.0,64.4,133.5,11.12,0.167,False,False,0.0948
T00871,15,2,0,0.0,53.1,134.87,8.99,0.133,False,False,0.0688
T00872,15,3,0,0.0,50.1,160.77,10.72,0.067,False,False,0.0977
T00873,13,2,0,0.0,55.9,97.59,7.51,0.308,False,False,0.0261
T00874,15,2,0,0.0,57.3,122.59,8.17,0.2,False,False,0.0654
T00875,15,5,0,0.0,54.5,182.58,12.17,0.2,False,False,0.0717
T00876,14,4,0,0.0,44.5,127.02,9.07,0.429,False,True,-0.0018
T00877,14,3,0,0.0,48.0,153.29,10.95,0.071,False,False,0.0986
T00878,14,3,0,0.0,58.4,102.31,7.31,0.214,False,False,0.0983
T00879,15,4,0,0.0,56.8,183.14,12.21,0.267,False,False,0.0996
T00880,14,3,0,0.0,61.0,90.14,6.44,0.214,False,False,0.0605
T00881,12,3,0,0.0,46.2,134.21,11.18,0.167,False,False,0.0873
T00882,17,4,0,0.0,49.5,137.28,8.08,0.235,False,False,0.0691
T00883,14,3,0,0.0,58.9,161.61,11.54,0.071,False,False,0.1137
T00884,15,5,0,0.0,53.9,174.43,11.63,0.067,False,False,0.0748
T00885,12,4,0,0.0,38.8,117.77,9.81,0.083,False,False,0.0401
T00886,10,3,0,0.0,55.6,121.07,12.11,0.1,False,False,0.0812
T00887,10,3,0,0.0,62.6,102.52,10.25,0.1,False,False,0.0705
T00888,13,4,0,0.0,49.5,186.31,14.33,0.077,False,False,0.0687
T00889,12,3,0,0.0,60.0,163.08,13.59,0.083,False,False,0.0908
T00890,12,3,0,0.0,64.2,91.98,7.67,0.167,False,False,0.0762
T00891,14,5,0,0.0,48.9,137.89,9.85,0.143,False,False,0.0614
T00892,16,3,0,0.0,58.9,158.67,9.92,0.188,False,False,0.1076
T00893,11,4,0,0.0,52.1,144.8,13.16,0.0,False,False,0.0662
T00894,14,3,0,0.0,56.4,109.77,7.84,0.214,False,False,0.1149
T00895,14,3,0,0.0,51.9,170.81,12.2,0.214,False,False,0.11
T00896,18,3,0,0.0,53.2,170.97,9.5,0.278,False,False,0.0265
T00897,13,4,0,0.0,60.4,130.93,10.07,0.231,False,False,0.1232
T00898,16,5,0,0.0,62.9,206.79,12.92,0.188,False,False,0.0184
T00899,12,4,0,0.0,62.5,170.3,14.19,0.083,False,False,0.0707
T00900,13,4,0,0.0,54.5,89.22,6.86,0.154,False,False,0.0678
T00901,13,3,0,0.0,58.0,108.54,8.35,0.077,False,False,0.1154
T00902,14,4,0,0.0,50.4,175.79,12.56,0.143,False,False,0.1147
T00903,16,3,0,0.0,60.3,152.52,9.53,0.125,False,False,0.1007
T00904,12,2,0,0.0,56.7,128.53,10.71,0.333,False,False,0.0275
T00905,12,3,0,0.0,55.0,114.3,9.53,0.167,False,False,0.123
T00906,11,3,0,0.0,48.5,111.4,10.13,0.091,False,False,0.0948
T00907,15,3,0,0.0,53.8,102.4,6.83,0.133,False,False,0.0772
T00908,17,4,0,0.0,50.1,200.39,11.79,0.294,False,False,0.0361
T00909,10,3,0,0.0,52.2,84.66,8.47,0.1,False,False,0.0601
T00910,13,4,0,0.0,59.9,138.58,10.66,0.077,False,False,0.1291
T00911,13,4,0,0.0,57.4,119.77,9.21,0.231,False,False,0.1204
T00912,15,4,0,0.0,50.9,132.19,8.81,0.133,False,False,0.1142
T00913,15,3,0,0.0,53.6,142.11,9.47,0.133,False,False,0.1242
T00914,14,4,0,0.0,61.1,126.47,9.03,0.071,False,False,0.1195
T00915,14,4,0,0.0,47.1,166.36,11.88,0.214,False,False,0.0981
T00916,15,3,0,0.0,53.6,163.54,10.9,0.333,False,False,0.0687
T00917,17,4,0,0.0,51.5,196.74,11.57,0.176,False,False,0.0759
T00918,12,3,0,0.0,56.5,92.15,7.68,0.083,False,False,0.098
T00919,14,5,0,0.0,59.3,187.2,13.37,0.143,False,False,0.0653
T00920,14,3,0,0.0,55.2,114.36,8.17,0.071,False,False,0.1114
T00921,14,4,0,0.0,50.2,153.79,10.98,0.214,False,False,0.118
T00922,13,4,0,0.0,58.2,153.38,11.8,0.154,False,False,0.1303
T00923,12,3,0,0.0,55.7,134.85,11.24,0.083,False,False,0.1192
T00924,14,3,0,0.0,59.4,189.04,13.5,0.357,False,False,0.0227
T00925,13,6,0,0.0,58.5,173.8,13.37,0.154,False,False,0.0192
T00926,18,5,0,0.0,55.7,172.98,9.61,0.167,False,False,0.0071
T00927,15,2,0,0.0,55.9,142.1,9.47,0.4,False,True,-0.0067
T00928,14,5,0,0.0,58.6,152.01,10.86,0.071,False,False,0.0834
T00929,14,4,0,0.0,56.8,106.46,7.6,0.214,False,False,0.0972
T00930,9,2,0,0.0,53.1,98.37,10.93,0.111,False,True,-0.0039
T00931,14,4,0,0.0,61.9,99.68,7.12,0.071,False,False,0.0635
T00932,14,3,0,0.0,49.9,172.06,12.29,0.143,False,False,0.1041
T00933,12,3,0,0.0,53.2,133.14,11.09,0.167,False,False,0.123
T00934,13,5,0,0.0,42.2,164.05,12.62,0.077,False,False,0.0114
T00935,11,3,0,0.0,54.8,87.1,7.92,0.091,False,False,0.0797
T00936,9,3,0,0.0,43.7,73.28,8.14,0.111,False,True,-0.0371
T00937,10,4,0,0.0,51.6,78.31,7.83,0.2,False,False,0.0236
T00938,13,4,0,0.0,61.5,160.97,12.38,0.077,False,False,0.1103
T00939,10,2,0,0.0,50.9,99.2,9.92,0.1,False,False,0.0254
T00940,11,2,0,0.0,52.9,96.27,8.75,0.273,False,False,0.0374
T00941,13,3,0,0.0,55.7,132.37,10.18,0.154,False,False,0.1394
T00942,13,3,0,0.0,62.3,119.5,9.19,0.231,False,False,0.1124
T00943,11,2,0,0.0,63.6,117.31,10.66,0.182,False,False,0.0406
T00944,12,4,0,0.0,52.8,123.91,10.33,0.083,False,False,0.121
T00945,14,4,0,0.0,51.7,197.87,14.13,0.071,False,False,0.0739
T00946,17,3,0,0.0,54.4,181.73,10.69,0.176,False,False,0.0808
T00947,13,4,0,0.0,51.2,189.38,14.57,0.077,False,False,0.0735
T00948,16,3,0,0.0,47.4,123.69,7.73,0.125,False,False,0.0654
T00949,15,4,0,0.0,58.1,214.91,14.33,0.133,False,False,0.0613
T00950,18,4,0,0.0,60.3,269.57,14.98,0.167,False,True,-0.0686
T00951,12,4,0,0.0,48.9,121.85,10.15,0.0,False,False,0.0801
T00952,15,3,0,0.0,57.7,164.99,11.0,0.267,False,False,0.0994
T00953,17,3,0,0.0,59.9,138.01,8.12,0.118,False,False,0.0718
T00954,15,4,0,0.0,53.3,184.27,12.28,0.267,False,False,0.0997
T00955,13,4,0,0.0,55.5,156.7,12.05,0.231,False,False,0.1213
T00956,11,3,0,0.0,47.8,107.81,9.8,0.0,False,False,0.0586
T00957,13,4,0,0.0,62.2,160.75,12.37,0.231,False,False,0.1079
T00958,15,3,0,0.0,54.7,126.53,8.44,0.2,False,False,0.1226
T00959,9,3,0,0.0,58.6,90.81,10.09,0.0,False,False,0.018
T00960,14,2,0,0.0,59.8,72.2,5.16,0.214,False,True,-0.0297
T00961,11,2,0,0.0,54.8,80.97,7.36,0.182,False,False,0.0361
T00962,17,3,0,0.0,55.8,169.03,9.94,0.176,False,False,0.0848
T00963,13,2,0,0.0,63.8,96.3,7.41,0.231,False,False,0.0195
T00964,15,3,0,0.0,57.3,128.81,8.59,0.267,False,False,0.1112
T00965,16,5,0,0.0,50.4,140.25,8.77,0.188,True,False,0.0458
T00966,12,3,0,0.0,58.9,98.5,8.21,0.083,False,False,0.1045
T00967,14,3,0,0.0,49.4,113.65,8.12,0.214,False,False,0.1
T00968,16,3,0,0.0,46.4,151.2,9.45,0.188,False,False,0.0799
T00969,13,3,0,0.0,51.8,141.5,10.88,0.154,False,False,0.1339
T00970,14,3,0,0.0,50.4,109.61,7.83,0.143,False,False,0.1044
T00971,10,3,0,0.0,66.6,97.52,9.75,0.0,False,False,0.0048
T00972,12,3,0,0.0,55.5,100.41,8.37,0.167,False,False,0.1154
T00973,11,4,0,0.0,65.6,179.52,16.32,0.182,False,True,-0.0256
T00974,16,3,0,0.0,57.2,196.06,12.25,0.25,False,False,0.0678
T00975,13,3,0,0.0,45.1,117.14,9.01,0.231,False,False,0.0835
T00976,13,4,0,0.0,51.8,122.47,9.42,0.154,False,False,0.1227
T00977,14,3,0,0.0,59.7,121.86,8.7,0.214,False,False,0.1232
T00978,13,2,0,0.0,61.9,114.36,8.8,0.385,False,True,-0.016
T00979,13,3,0,0.0,61.6,80.28,6.18,0.154,False,False,0.0472
T00980,13,3,0,0.0,58.2,100.8,7.75,0.231,False,False,0.104
T00981,15,4,0,0.0,57.8,202.54,13.5,0.067,False,False,0.0856
T00982,16,4,0,0.0,60.2,161.55,10.1,0.125,False,False,0.1087
T00983,14,4,0,0.0,62.3,209.18,14.94,0.214,False,False,0.033
T00984,11,4,0,0.0,59.1,156.13,14.19,0.0,False,False,0.0478
T00985,13,3,0,0.0,56.3,128.57,9.89,0.231,False,False,0.1317
T00986,14,3,0,0.0,65.2,124.82,8.92,0.143,False,False,0.0933
T00987,9,3,0,0.0,54.1,122.41,13.6,0.0,False,False,0.0082
T00988,17,4,0,0.0,50.1,176.35,10.37,0.118,False,False,0.0764
T00989,18,3,0,0.0,62.7,172.93,9.61,0.278,True,False,0.0145
T00990,15,4,0,0.0,63.6,202.83,13.52,0.133,False,False,0.0726
T00991,15,4,0,0.0,54.9,146.84,9.79,0.267,False,False,0.1138
T00992,13,2,0,0.0,61.3,151.92,11.69,0.231,False,False,0.0544
T00993,17,5,0,0.0,57.9,209.33,12.31,0.176,False,False,0.0233
T00994,15,5,0,0.0,59.1,140.25,9.35,0.067,False,False,0.0635
T00995,12,4,0,0.0,56.0,160.56,13.38,0.167,False,False,0.1134
T00996,12,3,0,0.0,65.9,163.7,13.64,0.083,False,False,0.0483
T00997,13,4,0,0.0,57.4,162.16,12.47,0.077,False,False,0.1221
T00998,15,3,0,0.0,44.9,201.73,13.45,0.2,False,False,0.0253
T00999,11,4,0,0.0,53.1,125.14,11.38,0.091,False,False,0.1067
T01000,12,3,0,0.0,56.6,121.18,10.1,0.167,False,False,0.1302
