tourist_id,n_visits,restricted_entries,alternation_count,alternation_ratio,most_common_bigram_freq,unique_bigram_ratio,is_suspicious_ground_truth,is_flagged_pattern,anomaly_score
T00955,13,0,0,0.0,2,0.917,False,False,0.0
T00956,11,0,0,0.0,1,1.0,False,False,0.1749
T00957,13,0,0,0.0,1,1.0,False,False,0.2241
T00958,15,0,0,0.0,1,1.0,False,False,0.2054
T00959,9,0,0,0.0,1,1.0,False,False,0.0193
T00960,14,0,0,0.0,1,1.0,False,False,0.2229
T00961,11,0,0,0.0,1,1.0,False,False,0.1749
T00962,17,0,0,0.0,1,1.0,False,False,0.1213
T00963,13,0,0,0.0,1,1.0,False,False,0.2241
T00964,15,0,0,0.0,1,1.0,False,False,0.2054
T00965,16,0,0,0.0,1,1.0,True,False,0.1859
T00966,12,0,0,0.0,1,1.0,False,False,0.2035
T00967,14,0,0,0.0,1,1.0,False,False,0.2229
T00968,16,0,0,0.0,1,1.0,False,False,0.1859
T00969,13,0,0,0.0,1,1.0,False,False,0.2241
T00970,14,0,0,0.0,1,1.0,False,False,0.2229
T00971,10,0,0,0.0,1,1.0,False,False,0.1132
T00972,12,0,0,0.0,1,1.0,False,False,0.2035
T00973,11,0,0,0.0,1,1.0,False,False,0.1749
T00974,16,0,0,0.0,1,1.0,False,False,0.1859
T00975,13,0,0,0.0,1,1.0,False,False,0.2241
T00976,13,0,0,0.0,1,1.0,False,False,0.2241
T00977,14,0,0,0.0,1,1.0,False,False,0.2229
T00978,13,0,0,0.0,1,1.0,False,False,0.2241
T00979,13,0,0,0.0,1,1.0,False,False,0.2241
T00980,13,0,0,0.0,1,1.0,False,False,0.2241
T00981,15,0,0,0.0,1,1.0,False,False,0.2054
T00982,16,0,0,0.0,1,1.0,False,False,0.1859
T00983,14,0,0,0.0,1,1.0,False,False,0.2229
T00984,11,0,0,0.0,1,1.0,False,False,0.1749
T00985,13,0,0,0.0,1,1.0,False,False,0.2241
T00986,14,0,0,0.0,1,1.0,False,False,0.2229
T00987,9,0,0,0.0,1,1.0,False,False,0.0193
T00988,17,0,0,0.0,1,1.0,False,False,0.1213
T00989,18,0,0,0.0,1,1.0,True,False,0.0258
T00990,15,0,0,0.0,1,1.0,False,False,0.2054
T00991,15,0,0,0.0,2,0.929,False,False,0.0177
T00992,13,0,0,0.0,1,1.0,False,False,0.2241
T00993,17,0,0,0.0,1,1.0,False,False,0.1213
T00994,15,0,0,0.0,1,1.0,False,False,0.2054
T00995,12,0,0,0.0,1,1.0,False,False,0.2035
T00996,12,0,0,0.0,1,1.0,False,False,0.2035
T00997,13,0,0,0.0,1,1.0,False,False,0.2241
T00998,15,0,0,0.0,1,1.0,False,False,0.2054
T00999,11,0,0,0.0,1,1.0,False,False,0.1749
T01000,12,0,0,0.0,1,1.0,False,False,0.2035
